,molecule_chembl_id,bioactivity_class,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,pIC50
545,CHEMBL250397,active,CC(=O)Nc1ccc(CN2CCC=C(CCC(=O)NO)C2=O)cc1,331.37199999999996,1.5892999999999995,3.0,4.0,6.086186147616283
546,CHEMBL250396,active,O=C(CCC1=CCCN(CCCCc2cccc3ccccc23)C1=O)NO,366.461,3.6068000000000016,2.0,3.0,6.958607314841775
547,CHEMBL250195,active,O=C(CCC1=CCCN(CCCCc2ccc(-c3ccccc3)cc2)C1=O)NO,392.499,4.120600000000002,2.0,3.0,6.698970004336019
548,CHEMBL428054,active,O=C(CCC1=CCCN(CCCc2ccc3ccccc3c2)C1=O)NO,352.434,3.2167000000000012,2.0,3.0,7.522878745280337
549,CHEMBL250193,active,O=C(CCC1=CCCN(CCCc2ccc(-c3ccccc3)cc2)C1=O)NO,378.47200000000004,3.730500000000001,2.0,3.0,6.568636235841013
550,CHEMBL249993,active,O=C(CCC1=CCCN(CCc2ccc3ccccc3c2)C1=O)NO,338.40700000000004,2.8266,2.0,3.0,7.431798275933005
551,CHEMBL400139,active,O=C(CCC1=CCCN(CCc2cccc3ccccc23)C1=O)NO,338.40700000000004,2.8266,2.0,3.0,6.494850021680094
552,CHEMBL249580,active,O=C(CCC1=CCCN(CCc2ccc(-c3ccccc3)cc2)C1=O)NO,364.44500000000005,3.3404000000000007,2.0,3.0,6.638272163982407
553,CHEMBL249382,active,O=C(CCC1=CCCN(Cc2ccc([N+](=O)[O-])cc2)C1=O)NO,319.317,1.5390999999999997,2.0,5.0,6.638272163982407
554,CHEMBL250676,active,O=C(CCC1=CCCN(Cc2ccc(Br)cc2)C1=O)NO,353.216,2.3933999999999997,2.0,3.0,6.346787486224656
555,CHEMBL251033,active,O=C(CCC1=CCCN(Cc2ccc(F)cc2)C1=O)NO,292.31,1.77,2.0,3.0,6.251811972993799
556,CHEMBL250476,active,COc1ccc(CN2CCC=C(CCC(=O)NO)C2=O)cc1,304.346,1.6394999999999995,2.0,4.0,6.356547323513812
558,CHEMBL249223,active,COc1ccccc1CN1CCC=C(CCC(=O)NO)C1=O,304.34599999999995,1.6394999999999997,2.0,4.0,6.0655015487564325
561,CHEMBL340885,active,O=C(CCCCCCc1nc(-c2ccc3ccccc3c2)cs1)NO,354.475,4.961700000000004,2.0,4.0,8.366531544420413
562,CHEMBL435415,active,COc1cccc(OC)c1-c1csc(CCCCCCC(=O)NO)n1,364.4670000000001,3.825700000000002,2.0,6.0,8.366531544420413
563,CHEMBL125042,active,O=C(CCCCCCc1nc(-c2cccc(Br)c2)cs1)NO,383.311,4.571000000000003,2.0,4.0,8.236572006437063
564,CHEMBL123506,active,O=C(CCCCCCc1nc(-c2ccc(OC(F)(F)F)cc2)cs1)NO,388.411,4.707100000000003,2.0,5.0,7.130768280269024
565,CHEMBL126273,active,O=C(CCCCCCc1nc(-c2ccc(C(F)(F)F)cc2)cs1)NO,372.412,4.827300000000004,2.0,4.0,7.376750709602099
566,CHEMBL126274,active,O=C(CCCCCCc1nc(-c2ccc(-c3ccccc3)cc2)cs1)NO,380.51300000000003,5.475500000000005,2.0,4.0,7.958607314841775
567,CHEMBL340835,active,O=C(CCCCCCc1nc(-c2ccc(Br)cc2)cs1)NO,383.311,4.571000000000004,2.0,4.0,8.070581074285707
568,CHEMBL124282,active,COc1ccc(-c2csc(CCCCCCC(=O)NO)n2)cc1,334.4409999999999,3.8171000000000017,2.0,5.0,8.602059991327963
569,CHEMBL124909,active,O=C(CCCCCCc1nc(-c2ccccc2)cs1)NO,304.415,3.808500000000002,2.0,4.0,7.721246399047171
570,CHEMBL338776,active,O=C(CCCCCCc1cnc(-c2ccc(F)cc2)o1)NO,306.33700000000005,3.4791000000000016,2.0,4.0,7.638272163982407
571,CHEMBL339796,active,O=C(CCCCCCc1cnc(-c2ccc(-c3ccccc3)cc2)o1)NO,364.44500000000005,5.007000000000004,2.0,4.0,7.920818753952375
572,CHEMBL124593,active,O=C(CCCCCCc1cnc(-c2ccc(OC(F)(F)F)cc2)o1)NO,372.343,4.238600000000003,2.0,5.0,7.050609993355087
573,CHEMBL123905,active,O=C(CCCCCCc1cnc(-c2ccc(Br)cc2)o1)NO,367.24300000000005,4.102500000000003,2.0,4.0,8.356547323513812
574,CHEMBL127184,active,O=C(CCCCCCc1cnc(-c2ccccc2)o1)NO,288.34700000000004,3.3400000000000007,2.0,4.0,7.886056647693163
575,CHEMBL124650,active,O=C(CCCCCCc1ncc(-c2ccc(-c3ccc(Cl)cc3)cc2)o1)NO,398.89000000000004,5.6604000000000045,2.0,4.0,8.167491087293763
576,CHEMBL339720,active,O=C(CCCCCCc1ncc(-c2ccc(Br)cc2)o1)NO,367.243,4.102500000000003,2.0,4.0,8.568636235841012
577,CHEMBL123626,active,COc1ccc(-c2cnc(CCCCCCC(=O)NO)o2)cc1,318.37299999999993,3.348600000000001,2.0,5.0,8.67778070526608
578,CHEMBL127846,active,O=C(CCCCCCc1ncc(-c2ccccc2)o1)NO,288.34700000000004,3.3400000000000007,2.0,4.0,8.008773924307505
579,CHEMBL227120,active,CN(C)c1ccc(NC(=O)NCCCCCCC(=O)NO)cc1,322.40899999999993,2.33,4.0,4.0,6.154901959985743
580,CHEMBL271320,active,CN(C)c1ccc(CNC(=O)NCCCCCCCC(=O)NO)cc1,350.46299999999997,2.3978,4.0,4.0,6.154901959985743
581,CHEMBL271115,active,CN(C)c1ccc(CNC(=O)NCCCCCCC(=O)NO)cc1,336.4359999999999,2.0076999999999994,4.0,4.0,6.0
582,CHEMBL405586,active,CN(C)c1ccc(CNC(=O)NCCCCCC(=O)NO)cc1,322.40899999999993,1.6175999999999997,4.0,4.0,6.096910013008056
583,CHEMBL270333,active,CN(C)c1ccc(CNC(=O)NCCCCC(=O)NO)cc1,308.3819999999999,1.2275,4.0,4.0,6.096910013008056
584,CHEMBL271114,active,O=C(CCCCCNC(=O)Nc1cccc(-c2nc3ccccc3o2)c1)NO,382.42000000000013,3.682100000000001,4.0,5.0,8.096910013008056
585,CHEMBL428960,active,COc1ccc(-c2nc3ccc(F)cc3o2)cc1NC(=O)NCCCCCC(=O)NO,430.43600000000026,3.8298000000000005,4.0,6.0,7.7447274948966935
586,CHEMBL409286,active,COc1ccc(-c2nc3cc(Cl)cc(Cl)c3o2)cc1NC(=O)NCCCCCC(=O)NO,481.3360000000003,4.997500000000003,4.0,6.0,6.892790030352131
587,CHEMBL258606,active,COc1ccc(-c2nc3cc(F)ccc3o2)cc1NC(=O)NCCCCCC(=O)NO,430.43600000000026,3.8298000000000005,4.0,6.0,7.823908740944319
588,CHEMBL270519,active,COc1ccc(-c2nc3cc(Cl)ccc3o2)cc1NC(=O)NCCCCCC(=O)NO,446.8910000000003,4.344100000000002,4.0,6.0,6.835647144215563
589,CHEMBL411264,active,O=C(CCCCCNC(=O)Nc1cccc(-c2nc3ccc(F)cc3o2)c1)NO,400.41000000000014,3.821200000000001,4.0,5.0,8.045757490560675
590,CHEMBL270120,active,O=C(CCCCCNC(=O)Nc1cccc(-c2nc3cc(C(F)(F)F)ccc3o2)c1)NO,450.41700000000014,4.7009000000000025,4.0,5.0,7.721246399047171
591,CHEMBL410433,active,COc1ccc2oc(-c3cccc(NC(=O)NCCCCCC(=O)NO)c3)nc2c1,412.44600000000025,3.6907000000000005,4.0,6.0,7.920818753952375
592,CHEMBL272638,active,O=C(CCCCCNC(=O)Nc1cccc(-c2nc3cc(F)ccc3o2)c1)NO,400.41000000000014,3.821200000000001,4.0,5.0,8.096910013008056
593,CHEMBL270129,active,COc1ccc(-c2nc3cc(-c4ccccc4)ccc3o2)cc1NC(=O)NCCCCCC(=O)NO,488.5440000000004,5.357700000000003,4.0,6.0,6.3979400086720375
594,CHEMBL410434,active,COc1ccc(-c2nc3ccccc3o2)cc1NC(=O)NCCCCCC(=O)NO,412.44600000000025,3.6907000000000005,4.0,6.0,7.920818753952375
595,CHEMBL408513,active,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,318.354,2.0060000000000002,3.0,4.0,7.552841968657781
596,CHEMBL1162969,active,CN(c1ccccc1)S(=O)(=O)c1cccc(/C=C/C(=O)NO)c1,332.38100000000003,2.0302999999999995,2.0,4.0,6.3223930472795065
597,CHEMBL145891,active,O=C(/C=C/c1ccc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1)NO,394.452,3.673000000000002,3.0,4.0,7.522878745280337
598,CHEMBL434466,active,O=C(/C=C/c1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)cc2)cc1)NO,394.452,3.673000000000002,3.0,4.0,7.180456064458132
599,CHEMBL317814,active,O=C(/C=C/c1ccc(NS(=O)(=O)c2ccccc2)cc1)NO,318.354,2.006,3.0,4.0,7.229147988357855
600,CHEMBL258824,active,O=C(/C=C/c1ccc(S(=O)(=O)Nc2ccccc2)cc1)NO,318.354,2.0060000000000002,3.0,4.0,7.5376020021010435
601,CHEMBL270733,active,O=C(/C=C/c1cccc(S(=O)(=O)NCc2ccccc2)c1)NO,332.381,1.6837,3.0,4.0,7.468521082957745
602,CHEMBL270331,active,O=C(/C=C/c1cccc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)c1)NO,394.45200000000006,3.673000000000002,3.0,4.0,6.97469413473523
603,CHEMBL270734,active,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccc(-c3ccccc3)cc2)c1)NO,394.45200000000006,3.673000000000002,3.0,4.0,7.267606240177032
604,CHEMBL270354,active,COc1ccc(S(=O)(=O)Nc2cccc(/C=C/C(=O)NO)c2)cc1OC,378.4060000000001,2.0231999999999997,3.0,6.0,6.863279432843593
605,CHEMBL272847,active,COc1ccc(NS(=O)(=O)c2cccc(/C=C/C(=O)NO)c2)cc1OC,378.4060000000001,2.0231999999999997,3.0,6.0,7.638272163982407
606,CHEMBL406161,active,Cc1ccc(S(=O)(=O)Nc2cccc(/C=C/C(=O)NO)c2)cc1,332.38100000000003,2.31442,3.0,4.0,6.910094888560602
607,CHEMBL404604,active,Cc1ccc(NS(=O)(=O)c2cccc(/C=C/C(=O)NO)c2)cc1,332.38100000000003,2.31442,3.0,4.0,7.7447274948966935
608,CHEMBL271785,active,O=C(/C=C/c1cccc(NS(=O)(=O)c2ccccc2)c1)NO,318.354,2.0060000000000002,3.0,4.0,6.72584215073632
609,CHEMBL270327,active,O=C(/C=C/c1ccc(Cc2nc3ccccc3[nH]2)cc1)NO,293.326,2.6723,3.0,3.0,7.552841968657781
610,CHEMBL270326,active,O=C(/C=C/c1cccc(Cc2nc3ccccc3[nH]2)c1)NO,293.32599999999996,2.6723,3.0,3.0,6.823908740944319
611,CHEMBL429416,active,CCC(c1ccc(/C=C/C(=O)NO)cc1)c1nc2ccccc2n1CC,349.4340000000001,4.1167000000000025,2.0,4.0,7.017728766960431
612,CHEMBL270118,active,O=C(/C=C/c1ccc(CCc2nc3ccccc3[nH]2)cc1)NO,307.353,2.8667,3.0,3.0,6.853871964321762
613,CHEMBL426343,active,COc1ccccc1NC(=O)Cn1ccc(-c2ccc(C(=O)NO)s2)n1,372.40600000000006,2.3779,3.0,7.0,8.096910013008056
614,CHEMBL216885,active,Cn1nc(C(F)(F)F)cc1-c1ccc(C(=O)NO)s1,291.254,2.2864,2.0,5.0,6.1249387366083
615,CHEMBL386473,active,O=C(Cn1ccc(-c2ccc(C(=O)NO)s2)n1)Nc1cccc2cccnc12,393.42800000000005,2.9175000000000004,3.0,7.0,8.154901959985743
616,CHEMBL217098,active,O=C(NO)c1ccc(-c2ccn(CCNCc3ccc(-n4ccnc4)cc3)n2)s1,408.487,2.706100000000001,3.0,8.0,8.045757490560675
617,CHEMBL217004,active,O=C(NO)c1ccc(-c2ccn(CCNCc3ccc(-c4ccccn4)cc3)n2)s1,419.51000000000005,3.5824000000000025,3.0,7.0,8.301029995663981
618,CHEMBL216625,active,Cn1c(CNCCn2ccc(-c3ccc(C(=O)NO)s3)n2)cc2ccccc21,395.48800000000006,3.0121,3.0,7.0,8.221848749616356
619,CHEMBL384961,active,COc1ccc(CNCCn2ccc(-c3ccc(C(=O)NO)s3)n2)cc1,372.45000000000005,2.529,3.0,7.0,7.886056647693163
620,CHEMBL217716,active,O=C(NO)c1ccc(-c2ccn(CCNCc3ccc4c(c3)OCO4)n2)s1,386.4330000000001,2.2491000000000003,3.0,8.0,7.5376020021010435
621,CHEMBL386135,active,O=C(NO)c1ccc(-c2ccn(CCNCc3ccccc3)n2)s1,342.424,2.5204000000000013,3.0,6.0,7.481486060122112
622,CHEMBL385406,active,O=C(Cn1ccc(-c2ccc(C(=O)NO)s2)n1)Nc1ccccc1,342.38,2.3693,3.0,6.0,7.6777807052660805
623,CHEMBL217468,active,O=C(NO)c1ccc(-c2ccn(CCOCc3ccccc3)n2)s1,343.40799999999996,2.947400000000002,2.0,6.0,7.698970004336019
624,CHEMBL218514,active,O=C(NO)c1ccc(-c2ccn(CCOc3ccccc3)n2)s1,329.381,2.8096000000000014,2.0,6.0,7.657577319177793
625,CHEMBL218080,active,O=C(NO)c1ccc(-c2ccn(CCCc3ccccc3)n2)s1,327.409,3.363400000000002,2.0,5.0,7.468521082957745
626,CHEMBL216359,active,O=C(NO)c1ccc(-c2ccn(CCc3ccccc3)n2)s1,313.382,2.973300000000002,2.0,5.0,7.0
627,CHEMBL218236,active,O=C(NO)c1ccc(-c2ccn(Cc3ccccc3)n2)s1,299.355,2.778900000000001,2.0,5.0,6.815308569182402
628,CHEMBL218511,active,O=C(NO)c1ccc(-c2ccn(CCNCc3ccc4[nH]ccc4c3)n2)s1,381.461,3.0017000000000014,4.0,6.0,8.301029995663981
629,CHEMBL217604,active,COc1ccc(CNCCn2ccc(-c3ccc(C(=O)NO)s3)n2)cc1OC,402.4760000000001,2.5376000000000003,3.0,8.0,6.97061622231479
630,CHEMBL216509,active,O=C(NO)c1ccc(-c2ccccn2)s1,220.25300000000001,1.9291,2.0,4.0,6.614393726401688
633,CHEMBL552879,inactive,O=C(CCCCCCC(=S)NO)Nc1ccccc1,280.39300000000003,3.2719000000000005,3.0,3.0,5.0
634,CHEMBL272612,inactive,CSCC(=O)CCCCCCC(=O)Nc1ccccc1,293.43199999999996,3.897800000000003,1.0,3.0,4.3979400086720375
635,CHEMBL272613,active,CC(=O)SCC(=O)CCCCCCC(=O)Nc1ccccc1,321.44199999999995,3.8145000000000024,1.0,4.0,7.0915149811213505
636,CHEMBL402451,active,O=C(CS)CCCCCCC(=O)Nc1ccccc1,279.405,3.4646000000000017,2.0,3.0,6.823908740944319
637,CHEMBL270962,inactive,O=C(CCCCCNC(=S)CS)Nc1ccccc1,296.461,3.0323,3.0,3.0,4.876148359032914
638,CHEMBL114184,active,O=C(CCCCCCOc1ccc(-c2ccccc2)cc1)NO,313.39700000000005,4.188300000000003,2.0,3.0,7.698970004336019
639,CHEMBL113367,inactive,O=C(O)CNC(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,383.44399999999996,3.4528000000000016,2.0,4.0,4.301029995663981
640,CHEMBL265564,inactive,CN(C)CCNC(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,396.531,3.929800000000003,1.0,4.0,4.301029995663981
643,CHEMBL113495,inactive,NC(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,325.40799999999996,3.737300000000003,1.0,3.0,4.301029995663981
644,CHEMBL432243,active,COC(=O)C(=O)CCCCCCCOc1ccc(-c2ccccc2)cc1,354.44599999999997,4.815100000000005,0.0,4.0,6.962573502059376
645,CHEMBL321689,active,COC(=O)C(=O)CCCCCOc1ccc(-c2ccccc2)cc1,326.392,4.034900000000003,0.0,4.0,7.086186147616283
646,CHEMBL432618,active,COC(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,340.419,4.425000000000004,0.0,4.0,7.2076083105017466
648,CHEMBL112446,active,CNC(=O)C(=O)CCCCCCC(=O)Nc1cccc(-c2ccccc2)c1,366.461,3.9478000000000018,2.0,3.0,8.431798275933005
649,CHEMBL113033,active,CNC(=O)C(=O)CCCCCCC(=O)Nc1nc(-c2ccc(CCN(C)C)cc2)cs1,444.60100000000017,3.5084000000000017,2.0,6.0,8.508638306165727
650,CHEMBL271800,active,CNC(=O)C(=O)CCCCCCC(=O)Nc1nc(-c2cccnc2)cs1,374.466,2.7993000000000006,2.0,6.0,8.366531544420413
651,CHEMBL324429,active,CNC(=O)C(=O)CCCCCCC(=O)Nc1nc(-c2ccc(OC)cc2)cs1,403.5040000000001,3.4129000000000014,2.0,6.0,8.040958607678906
652,CHEMBL269817,inactive,C1=C\CCCCCC[n+]2cccc(c2)CCCCCCCCCCCC[n+]2cccc(c2)CCCCCC/1,518.8740000000006,9.418600000000001,0.0,0.0,4.568636235841013
653,CHEMBL255714,active,CC(C)[C@H]1NC(=O)[C@@H](C)[C@@H](C/C=C\CCC(N)=O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC1=O,513.6390000000001,0.7057000000000052,5.0,5.0,7.346787486224656
655,CHEMBL109,inactive,CCCC(CCC)C(=O)O,144.214,2.2874,1.0,1.0,3.0021769192542744
656,CHEMBL257239,inactive,CCCC(CCC)C(=O)NCCSS(C)(=O)=O,281.44300000000004,2.0118,1.0,4.0,4.756961951313706
657,CHEMBL271256,inactive,CS(=O)(=O)SCCN,155.244,-0.36210000000000003,1.0,4.0,3.703334809738469
659,CHEMBL271923,inactive,CS(=O)(=O)SCCO,156.228,-0.32849999999999996,1.0,4.0,3.9913998282380825
660,CHEMBL272134,inactive,CCCC(CCC)C(=O)Oc1ccc(-c2cc(=S)ss2)cc1,352.546,6.3278900000000045,0.0,5.0,4.248720896016658
661,CHEMBL402341,active,Oc1ccc(-c2cc(=S)ss2)cc1,226.347,3.911690000000001,1.0,4.0,6.346787486224656
662,CHEMBL255609,inactive,CC(=O)c1ccc(-c2cc(=S)ss2)cc1,252.385,4.408690000000002,0.0,4.0,5.0
665,CHEMBL254361,inactive,Nc1ccccc1NC(=O)c1ccccn1,213.24,1.9161,2.0,3.0,4.28999998644378
666,CHEMBL401875,inactive,Nc1ccccc1NC(=O)c1ccc(N2CCN(Cc3ccccc3)CC2)cc1,386.4990000000001,3.843300000000003,2.0,4.0,4.4399999458984265
667,CHEMBL254165,inactive,Nc1ccccc1NC(=O)c1ccc(C2CCN(Cc3ccccc3)CC2)cc1,385.5110000000001,4.900700000000004,2.0,3.0,4.569999968362492
669,CHEMBL254359,inactive,Nc1ccccc1NC(=O)c1ccc(N2CCOCC2)cc1,297.358,2.3577000000000004,2.0,4.0,4.779999975777493
671,CHEMBL260653,active,NCCCn1cc(CNc2ccc(C(=O)NCCCCCCC(=O)NO)cc2)nn1,417.5140000000002,1.4246999999999994,5.0,8.0,7.236572006437063
672,CHEMBL86537,inactive,O=C1CCc2c(ccc3ccccc23)O1,198.221,2.6914000000000007,0.0,2.0,4.1249387366083
673,CHEMBL477943,active,O=C(CCCCn1cc(-c2ccccc2)nn1)NO,260.297,1.6207999999999998,2.0,5.0,6.958607314841775
674,CHEMBL478163,active,O=C(CCCCCn1cc(-c2ccc3cccnc3c2)nn1)NO,325.372,2.559099999999999,2.0,6.0,6.8195873671616765
675,CHEMBL518585,active,O=C(CCCCCn1cc(-c2ccc3ccccc3n2)nn1)NO,325.372,2.559099999999999,2.0,6.0,8.67778070526608
676,CHEMBL477501,active,COc1ccc2cc(-c3cn(CCCCCCC(=O)NO)nn3)ccc2c1,368.43699999999995,3.562800000000001,2.0,6.0,7.815308569182402
677,CHEMBL478727,active,COc1ccc2cc(-c3cn(CCCCCC(=O)NO)nn3)ccc2c1,354.40999999999997,3.1727000000000007,2.0,6.0,8.744727494896694
678,CHEMBL477283,active,O=C(CCCCCCn1cc(-c2ccc(-c3ccncc3)cc2)nn1)NO,365.43700000000007,3.463000000000001,2.0,6.0,7.779891911959945
679,CHEMBL477268,active,O=C(CCCCCn1cc(-c2ccc(-c3ccncc3)cc2)nn1)NO,351.41,3.0728999999999997,2.0,6.0,8.638272163982407
680,CHEMBL477102,active,O=C(CCCCCn1cc(-c2ccccc2-c2ccccc2)nn1)NO,350.422,3.677900000000002,2.0,5.0,6.788879458741951
681,CHEMBL477101,active,O=C(CCCCCCn1cc(-c2cccc(-c3ccccc3)c2)nn1)NO,364.44900000000007,4.068000000000002,2.0,5.0,8.267606240177031
682,CHEMBL477093,active,O=C(CCCCCn1cc(-c2cccc(-c3ccccc3)c2)nn1)NO,350.422,3.677900000000002,2.0,5.0,8.721246399047171
683,CHEMBL479183,active,O=C(CCCCCn1cc(-c2ccc(-c3ccccc3)cc2)nn1)NO,350.422,3.677900000000002,2.0,5.0,7.280668713016273
684,CHEMBL499754,active,O=C(CCCCCn1cc(-c2cccs2)nn1)NO,280.353,2.0724,2.0,6.0,7.498940737782249
685,CHEMBL476904,active,COc1cccc(OC)c1-c1cn(CCCCCC(=O)NO)nn1,334.376,2.0281,2.0,7.0,6.500450374094851
686,CHEMBL476903,active,COc1ccccc1-c1cn(CCCCCC(=O)NO)nn1,304.3499999999999,2.0194999999999994,2.0,6.0,7.119186407719209
687,CHEMBL518268,active,COc1cccc(-c2cn(CCCCCC(=O)NO)nn2)c1,304.3499999999999,2.0194999999999994,2.0,6.0,7.856985199745905
688,CHEMBL476902,active,COc1ccc(-c2cn(CCCCCC(=O)NO)nn2)cc1,304.34999999999997,2.0195,2.0,6.0,8.679853713888946
689,CHEMBL478310,active,Cc1ccccc1-c1cn(CCCCCC(=O)NO)nn1,288.35099999999994,2.3193199999999994,2.0,5.0,7.7594507517174005
690,CHEMBL516732,active,Cc1cccc(-c2cn(CCCCCC(=O)NO)nn2)c1,288.35099999999994,2.3193199999999994,2.0,5.0,7.496209316942819
691,CHEMBL507682,active,Cc1ccc(-c2cn(CCCCCC(=O)NO)nn2)cc1,288.351,2.3193199999999994,2.0,5.0,7.36251027048749
692,CHEMBL478309,active,O=C(CCCCCCn1cc(-c2ccccn2)nn1)NO,289.33900000000006,1.7959999999999996,2.0,6.0,7.621602099051862
693,CHEMBL478308,active,O=C(CCCCCn1cc(-c2ccccn2)nn1)NO,275.312,1.4058999999999997,2.0,6.0,7.1700533040583645
694,CHEMBL478307,active,O=C(CCCCCn1cc(-c2ccncc2)nn1)NO,275.312,1.4058999999999997,2.0,6.0,6.948847477552619
695,CHEMBL478117,active,O=C(CCCCCn1cc(-c2cccnc2)nn1)NO,275.312,1.4059,2.0,6.0,6.541815564429737
696,CHEMBL478116,active,CN(C)c1ccc(-c2cn(CCCCCCC(=O)NO)nn2)cc1,331.41999999999985,2.4670000000000005,2.0,6.0,6.974284616098659
697,CHEMBL478115,active,CN(C)c1ccc(-c2cn(CCCCCC(=O)NO)nn2)cc1,317.3929999999999,2.0768999999999993,2.0,6.0,8.366531544420413
698,CHEMBL478109,active,O=C(CCCCCCn1cc(-c2ccccc2)nn1)NO,288.35100000000006,2.401,2.0,5.0,8.017728766960431
699,CHEMBL478108,active,O=C(CCCCCn1cc(-c2ccccc2)nn1)NO,274.324,2.0108999999999995,2.0,5.0,7.847711655616943
700,CHEMBL493749,inactive,Cn1nc([C@H](CCCCNS(N)(=O)=O)NC(=O)OCc2ccccc2)nc1-c1ccccc1,472.5710000000002,2.413000000000001,3.0,7.0,4.301029995663981
703,CHEMBL524193,active,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c1nc2cc(-c3cccs3)ccc2[nH]1,513.6450000000002,4.222300000000003,4.0,6.0,6.2076083105017466
705,CHEMBL492317,inactive,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c1nc(-c2ccc(F)cc2)no1,477.51800000000014,2.8066000000000013,3.0,7.0,4.301029995663981
707,CHEMBL494526,active,CN(C)CCOc1ccc(-c2nc([C@H](CCCCNS(N)(=O)=O)NC(=O)OCc3ccccc3)cs2)cc1,561.7300000000001,3.6814000000000027,3.0,8.0,6.7447274948966935
709,CHEMBL492311,inactive,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c1nc(-c2ccccc2)cs1,474.6080000000001,3.741000000000003,3.0,6.0,4.920818753952375
710,CHEMBL494124,active,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCNS(N)(=O)=O)C(=O)Nc3nc(-c4ccccc4)cs3)c2c1,584.7240000000002,3.237820000000002,5.0,7.0,6.229147988357855
711,CHEMBL475618,inactive,NS(=O)(=O)NCCCC[C@H](NS(=O)(=O)Cc1ccccc1)C(=O)Nc1nc(-c2ccccc2)cs1,537.6890000000002,2.2002000000000015,4.0,7.0,4.42021640338319
712,CHEMBL515764,inactive,NS(=O)(=O)NCCCC[C@H](NC(=O)NCc1ccc(F)cc1)C(=O)Nc1nc(-c2ccccc2)cs1,534.6390000000001,2.719100000000002,5.0,6.0,4.5376020021010435
713,CHEMBL474446,inactive,NS(=O)(=O)NCCCC[C@H](NC(=O)Nc1ccccc1)C(=O)Nc1nc(-c2ccccc2)cs1,502.6220000000002,2.902300000000001,5.0,6.0,4.301029995663981
715,CHEMBL515411,inactive,CCOC(=O)N[C@@H](CCCCNS(N)(=O)=O)C(=O)Nc1nc(-c2ccccc2)cs1,455.5620000000001,1.8267000000000013,4.0,7.0,4.769551078621726
716,CHEMBL515452,inactive,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1cccnc1)C(=O)Nc1nc(-c2ccccc2)cs1,518.6210000000001,2.402000000000002,4.0,8.0,4.7447274948966935
719,CHEMBL475392,inactive,N[C@@H](CCCCNS(N)(=O)=O)C(=O)Nc1nc(-c2ccccc2)cs1,383.4990000000001,1.0393000000000008,4.0,6.0,4.301029995663981
723,CHEMBL514478,active,COc1ccc(-c2csc(NC(=O)[C@H](CCCCNS(N)(=O)=O)NC(=O)OCc3ccccc3)n2)cc1,547.6590000000002,3.0156,4.0,8.0,6.275724130399211
725,CHEMBL475042,inactive,CCOC(=O)c1csc(NC(=O)[C@H](CCCCNS(N)(=O)=O)NC(=O)OCc2ccccc2)n1,513.5980000000001,1.5167000000000013,4.0,9.0,4.301029995663981
727,CHEMBL475861,inactive,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nc2ccccc2s1,491.59500000000014,2.4932000000000016,4.0,7.0,4.721246399047171
728,CHEMBL474001,inactive,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nccs1,441.5350000000001,1.3400000000000007,4.0,7.0,4.301029995663981
730,CHEMBL490255,active,O=C(CCCCCCNC(=O)c1ccc2ccccc2c1)NO,314.38500000000005,3.025500000000001,3.0,3.0,7.698970004336019
731,CHEMBL490254,active,O=C(CCCCCCCNC(=O)c1ccc2ccccc2c1)NO,328.41200000000003,3.4156000000000013,3.0,3.0,7.552841968657781
732,CHEMBL454719,active,O=C(CCCCCNC(=O)c1ccc2ccccc2c1)NO,300.358,2.6353999999999997,3.0,3.0,7.6777807052660805
733,CHEMBL143849,active,O=C(CCCCCNC(=O)c1ccccc1)NO,250.29800000000006,1.4822,3.0,3.0,6.623423042943488
734,CHEMBL448955,active,O=C(/C=C/C=C/c1ccccc1)NCCCCCC(=O)NO,302.37399999999997,2.4379999999999997,3.0,3.0,7.5376020021010435
735,CHEMBL453755,active,O=C(/C=C/c1ccccc1)NCCCCCC(=O)NO,276.3359999999999,1.8818,3.0,3.0,7.494850021680094
736,CHEMBL490018,active,CC(/C=C/c1ccccc1)=C\C(=O)NCCCCCC(=O)NO,316.401,2.8281,3.0,3.0,7.638272163982407
737,CHEMBL490259,inactive,CC(/C=C/C(=O)NCCCC(=O)NO)=C\c1ccccc1,288.34700000000004,2.0478999999999994,3.0,3.0,4.641113795594131
